subject-name,ID,ID-path,Level,Level 1,Level 1 ID,Level 2,Level 2 ID,Level 3,Level 3 ID,Level 4,Level 4 ID,Level 5,Level 5 ID,Level 6,Level 6 ID,Level 7,Level 7 ID,Level 8,Level 8 ID,Level 9,Level 9 ID,Level 10,Level 10 ID,Level 11,Level 11 ID,Level 12,Level 12 ID,Description,Synonyms,German Synonyms,BIC_code_1,BIC_name_1,BIC_code_2,BIC_name_2,BISAC_code_1,BISAC_name_1,BISAC_code_2,BISAC_name_2,DDC_code_1,DDC_name_1,DDC_code_2,DDC_name_2,LCC_code_1,LCC_name_1,LCC_code_2,LCC_name_2,LCSH_code_1,LCSH_name_1,LCSH_code_2,LCSH_name_2,THEMA_code_1,THEMA_name_1,THEMA_code_2,THEMA_name_2,VLB_code_1,VLB_name_1,VLB_code_2,VLB_name_2,Discipline
Bisphosphonates in dentistry,6277,/2874/2879/2878/3163/6278/6277/,6,Life Sciences,2874,Health Sciences,2879,Clinical Medicine,2878,Dentistry,3163,Oral Medicine,6278,Bisphosphonates in dentistry,6277,,,,,,,,,,,,,"Bisphosphonates in dentistry are medications used to treat bone diseases that can impact dental health, such as osteoporosis, but may also be associated with risks like osteonecrosis of the jaw.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Dental clinical teaching,6281,/2874/2879/2878/3163/3614/6281/,6,Life Sciences,2874,Health Sciences,2879,Clinical Medicine,2878,Dentistry,3163,Dental Education,3614,Dental clinical teaching,6281,,,,,,,,,,,,,"Dental clinical teaching involves the instruction and training of dental students in clinical settings, providing hands-on experience in diagnosing and treating patients under supervision.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Forestry Management,6284,/2874/2873/2872/5317/6284/,5,Life Sciences,2874,Biological Sciences,2873,Agriculture,2872,Forestry,5317,Forestry Management,6284,,,,,,,,,,,,,,,"Forestry management is the process of planning and implementing practices for the stewardship and use of forests and other wooded land to meet specific environmental, economic, social and cultural objectives. It deals with the overall administrative, economic, legal, social, technical and scientific aspects related to natural and planted forests.","Forest Resource Management, Forest Stewardship, Timberland Management, Silvicultural Management",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Forestry Management,6284,/2883/2891/2890/3369/5317/6284/,6,Humanities and Social Sciences,2883,Social Sciences,2891,Anthropology,2890,Environmental Anthropology,3369,Forestry,5317,Forestry Management,6284,,,,,,,,,,,,,"Forestry management is the process of planning and implementing practices for the stewardship and use of forests and other wooded land to meet specific environmental, economic, social and cultural objectives. It deals with the overall administrative, economic, legal, social, technical and scientific aspects related to natural and planted forests.","Forest Resource Management, Forest Stewardship, Timberland Management, Silvicultural Management",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Forestry Management,6284,/2867/3039/3130/3371/5317/6284/,6,Physical Sciences,2867,Earth and Environmental Sciences,3039,Earth Sciences,3130,Biogeosciences,3371,Forestry,5317,Forestry Management,6284,,,,,,,,,,,,,"Forestry management is the process of planning and implementing practices for the stewardship and use of forests and other wooded land to meet specific environmental, economic, social and cultural objectives. It deals with the overall administrative, economic, legal, social, technical and scientific aspects related to natural and planted forests.","Forest Resource Management, Forest Stewardship, Timberland Management, Silvicultural Management",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
DNA Nanostructures,6293,/2874/2873/3246/2986/2985/6293/,6,Life Sciences,2874,Biological Sciences,2873,Biotechnology,3246,Nanobiotechnology,2986,DNA Nanotechnology,2985,DNA Nanostructures,6293,,,,,,,,,,,,,"DNA nanostructures are nanoscale structures made of DNA, which acts both as a structural and functional element. DNA nanostructures can serve as scaffolds for the formation of more complex structures.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
DNA Nanostructures,6293,/2867/2866/3460/2986/2985/6293/,6,Physical Sciences,2867,Materials Science,2866,Nanotechnology,3460,Nanobiotechnology,2986,DNA Nanotechnology,2985,DNA Nanostructures,6293,,,,,,,,,,,,,"DNA nanostructures are nanoscale structures made of DNA, which acts both as a structural and functional element. DNA nanostructures can serve as scaffolds for the formation of more complex structures.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Composite Resin,6294,/2874/2879/2878/3163/3681/6294/,6,Life Sciences,2874,Health Sciences,2879,Clinical Medicine,2878,Dentistry,3163,Dental Materials,3681,Composite Resin,6294,,,,,,,,,,,,,"Composite Resin is a tooth-colored material used in dentistry for restorative procedures, such as fillings and veneers, known for its aesthetic appeal and durability.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Periodontitis,6311,/2874/2879/2878/2877/2876/6311/,6,Life Sciences,2874,Health Sciences,2879,Clinical Medicine,2878,Diseases,2877,Oral Diseases,2876,Periodontitis,6311,,,,,,,,,,,,,"Periodontitis is a severe gum infection that damages the soft tissue and destroys the bone supporting the teeth, leading to tooth loss if not treated, and is associated with systemic health issues.",Periodontitis,Parodontitis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Oral analgesics,6313,/2874/2879/2878/3163/5409/6313/,6,Life Sciences,2874,Health Sciences,2879,Clinical Medicine,2878,Dentistry,3163,Dental Pharmacology,5409,Oral analgesics,6313,,,,,,,,,,,,,"Oral analgesics are medications taken by mouth to relieve pain, commonly used in dentistry to manage pain associated with dental procedures and conditions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Warfarin in dentistry,6332,/2874/2879/2878/3163/5409/6332/,6,Life Sciences,2874,Health Sciences,2879,Clinical Medicine,2878,Dentistry,3163,Dental Pharmacology,5409,Warfarin in dentistry,6332,,,,,,,,,,,,,"Warfarin in dentistry involves managing dental treatment for patients taking warfarin, an anticoagulant medication, to prevent excessive bleeding and ensure safe dental procedures.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Acne vulgaris,6336,/2874/2879/2878/2877/4658/6336/,6,Life Sciences,2874,Health Sciences,2879,Clinical Medicine,2878,Diseases,2877,Skin Diseases,4658,Acne vulgaris,6336,,,,,,,,,,,,,"Acne vulgaris is skin disease that is characterized by excessive oil production, blackheads, whiteheads, pustules and scarring. It is very common during puberty but it can persist or occur later as well. Genetic, hormonal and infectious factors underlie its pathogenesis.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Epistasis,6338,/2874/2873/2892/3083/3082/6338/,6,Life Sciences,2874,Biological Sciences,2873,Genetics and Genomics,2892,Molecular Genetics,3083,Genetic Interaction,3082,Epistasis,6338,,,,,,,,,,,,,"Epistasis refers to the interaction between genes at different loci, where the expression of one gene is influenced or suppressed by one or more other genes.","Non Allelic Gene Interactions, Hypostatic Genes, Interaction Deviation, Hypostatic Gene, Epistatic Deviation, Epistatic Gene-Gene Interaction, Genetic Epistasis, Epistatic Genes, Genetic Epistases, Epistatic Gene, Non-Allelic Gene Interactions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Epistasis,6338,/2874/2873/2892/2957/3251/6338/,6,Life Sciences,2874,Biological Sciences,2873,Genetics and Genomics,2892,Genomics,2957,Functional Genomics,3251,Epistasis,6338,,,,,,,,,,,,,"Epistasis refers to the interaction between genes at different loci, where the expression of one gene is influenced or suppressed by one or more other genes.","Non Allelic Gene Interactions, Hypostatic Genes, Interaction Deviation, Hypostatic Gene, Epistatic Deviation, Epistatic Gene-Gene Interaction, Genetic Epistasis, Epistatic Genes, Genetic Epistases, Epistatic Gene, Non-Allelic Gene Interactions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Health Economics,6344,/2883/3032/3741/6344/,4,Humanities and Social Sciences,2883,Economics,3032,Sector and Industry Studies,3741,Health Economics,6344,,,,,,,,,,,,,,,,,"Health economics is a branch of economics concerned with issues related to efficiency, effectiveness, value and behavior in the production and consumption of health and healthcare.","Health Care Economics, Medical Economics",Gesundsheitsökonomik,KCQ,Health economics,,,BUS070170,BUSINESS & ECONOMICS / Industries / Healthcare,,,338.4761,Services and specific products--medicine & health,,,RA410-410.9,Medical economics. Economics of medical care,,,,Medical economics,,,KCVJ,Health economics,,,786,"Wirtschaft/Einzelne Wirtschaftszweige, Branchen",,,TRUE
Health Economics,6344,/2874/2879/2977/4173/6344/,5,Life Sciences,2874,Health Sciences,2879,Public Health,2977,Health Policy,4173,Health Economics,6344,,,,,,,,,,,,,,,"Health economics is a branch of economics concerned with issues related to efficiency, effectiveness, value and behavior in the production and consumption of health and healthcare.","Health Care Economics, Medical Economics",Gesundsheitsökonomik,KCQ,Health economics,,,BUS070170,BUSINESS & ECONOMICS / Industries / Healthcare,,,338.4761,Services and specific products--medicine & health,,,RA410-410.9,Medical economics. Economics of medical care,,,,Medical economics,,,KCVJ,Health economics,,,786,"Wirtschaft/Einzelne Wirtschaftszweige, Branchen",,,TRUE
Health Economics,6344,/2883/2891/2902/3062/4173/6344/,6,Humanities and Social Sciences,2883,Social Sciences,2891,Sociology,2902,"Health, Medicine and Society",3062,Health Policy,4173,Health Economics,6344,,,,,,,,,,,,,"Health economics is a branch of economics concerned with issues related to efficiency, effectiveness, value and behavior in the production and consumption of health and healthcare.","Health Care Economics, Medical Economics",Gesundsheitsökonomik,KCQ,Health economics,,,BUS070170,BUSINESS & ECONOMICS / Industries / Healthcare,,,338.4761,Services and specific products--medicine & health,,,RA410-410.9,Medical economics. Economics of medical care,,,,Medical economics,,,KCVJ,Health economics,,,786,"Wirtschaft/Einzelne Wirtschaftszweige, Branchen",,,TRUE
Health Economics,6344,/2874/2879/3164/4173/6344/,5,Life Sciences,2874,Health Sciences,2879,Health Care,3164,Health Policy,4173,Health Economics,6344,,,,,,,,,,,,,,,"Health economics is a branch of economics concerned with issues related to efficiency, effectiveness, value and behavior in the production and consumption of health and healthcare.","Health Care Economics, Medical Economics",Gesundsheitsökonomik,KCQ,Health economics,,,BUS070170,BUSINESS & ECONOMICS / Industries / Healthcare,,,338.4761,Services and specific products--medicine & health,,,RA410-410.9,Medical economics. Economics of medical care,,,,Medical economics,,,KCVJ,Health economics,,,786,"Wirtschaft/Einzelne Wirtschaftszweige, Branchen",,,TRUE
Complexity,6347,/2874/2873/2911/2912/2909/6347/,6,Life Sciences,2874,Biological Sciences,2873,Biological Techniques,2911,System Biology,2912,Networks and Systems Biology,2909,Complexity,6347,,,,,,,,,,,,,Complexity is the property of a system whose behaviour as a whole emerges as distinct from the simple sum of its individual behaviours. The understanding of complex systems is therefore beyond the linear algebra of classic reductionism and requires either statistical methods or computer simulations,"Emergence, Self-Organization",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Complexity,6347,/2925/2924/4799/4798/6347/,5,Mathematics and Computing,2925,Mathematics,2924,Number Theory,4799,Computational Number Theory,4798,Complexity,6347,,,,,,,,,,,,,,,Complexity is the property of a system whose behaviour as a whole emerges as distinct from the simple sum of its individual behaviours. The understanding of complex systems is therefore beyond the linear algebra of classic reductionism and requires either statistical methods or computer simulations,"Emergence, Self-Organization",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Proteomics,6348,/2874/2873/2905/3060/6348/,5,Life Sciences,2874,Biological Sciences,2873,Molecular Biology,2905,Protein Biochemistry,3060,Proteomics,6348,,,,,,,,,,,,,,,"Proteomics refers to the study of proteomes, but is also used to describe the techniques used to determine the entire set of proteins of an organism or system, such as protein purification and mass spectrometry.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Proteomics,6348,/2867/2869/2948/37114/3060/6348/,6,Physical Sciences,2867,Chemistry,2869,Biological Chemistry,2948,Biochemistry,37114,Protein Biochemistry,3060,Proteomics,6348,,,,,,,,,,,,,"Proteomics refers to the study of proteomes, but is also used to describe the techniques used to determine the entire set of proteins of an organism or system, such as protein purification and mass spectrometry.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Proteomics,6348,/2874/2873/2950/37114/3060/6348/,6,Life Sciences,2874,Biological Sciences,2873,Chemical Biology,2950,Biochemistry,37114,Protein Biochemistry,3060,Proteomics,6348,,,,,,,,,,,,,"Proteomics refers to the study of proteomes, but is also used to describe the techniques used to determine the entire set of proteins of an organism or system, such as protein purification and mass spectrometry.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Proteomics,6348,/2874/2873/2911/3701/6348/,5,Life Sciences,2874,Biological Sciences,2873,Biological Techniques,2911,Mass Spectrometry,3701,Proteomics,6348,,,,,,,,,,,,,,,"Proteomics refers to the study of proteomes, but is also used to describe the techniques used to determine the entire set of proteins of an organism or system, such as protein purification and mass spectrometry.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Proteomics,6348,/2867/2869/2952/3701/6348/,5,Physical Sciences,2867,Chemistry,2869,Analytical Chemistry,2952,Mass Spectrometry,3701,Proteomics,6348,,,,,,,,,,,,,,,"Proteomics refers to the study of proteomes, but is also used to describe the techniques used to determine the entire set of proteins of an organism or system, such as protein purification and mass spectrometry.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Proteomics,6348,/2867/2869/2897/4178/4428/6348/,6,Physical Sciences,2867,Chemistry,2869,Organic Chemistry,2897,Bioorganic Chemistry,4178,Peptide,4428,Proteomics,6348,,,,,,,,,,,,,"Proteomics refers to the study of proteomes, but is also used to describe the techniques used to determine the entire set of proteins of an organism or system, such as protein purification and mass spectrometry.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Proteomics,6348,/2867/2869/2948/4178/4428/6348/,6,Physical Sciences,2867,Chemistry,2869,Biological Chemistry,2948,Bioorganic Chemistry,4178,Peptide,4428,Proteomics,6348,,,,,,,,,,,,,"Proteomics refers to the study of proteomes, but is also used to describe the techniques used to determine the entire set of proteins of an organism or system, such as protein purification and mass spectrometry.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Hyperdontia,6349,/2874/2879/2878/3163/4315/6349/,6,Life Sciences,2874,Health Sciences,2879,Clinical Medicine,2878,Dentistry,3163,Dental Conditions,4315,Hyperdontia,6349,,,,,,,,,,,,,"Hyperdontia is a dental condition characterized by the presence of extra teeth beyond the normal number, which can cause crowding and alignment issues.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
CRISPR-Cas9 Genome Editing,6363,/2874/2873/2892/4796/6364/6363/,6,Life Sciences,2874,Biological Sciences,2873,Genetics and Genomics,2892,Microbial Genetics,4796,CRISPR-Cas systems,6364,CRISPR-Cas9 Genome Editing,6363,,,,,,,,,,,,,"CRISPR-Cas9 genome editing exploits the CRISPR-Cas system to modify a genome in a targeted manner. Guided by RNA, the Cas9 endonuclease breaks DNA at a target sequence. Imprecise repair of the double strand break can result in insertion or deletion mutations, while repair pathways can be engineered to introduce specific point mutations or insertions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
CRISPR-Cas9 Genome Editing,6363,/2874/2873/2922/4796/6364/6363/,6,Life Sciences,2874,Biological Sciences,2873,Microbiology,2922,Microbial Genetics,4796,CRISPR-Cas systems,6364,CRISPR-Cas9 Genome Editing,6363,,,,,,,,,,,,,"CRISPR-Cas9 genome editing exploits the CRISPR-Cas system to modify a genome in a targeted manner. Guided by RNA, the Cas9 endonuclease breaks DNA at a target sequence. Imprecise repair of the double strand break can result in insertion or deletion mutations, while repair pathways can be engineered to introduce specific point mutations or insertions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Stochastic Integral Equations,6365,/2925/2924/2923/4538/6365/,5,Mathematics and Computing,2925,Mathematics,2924,Probability Theory,2923,Stochastic Analysis,4538,Stochastic Integral Equations,6365,,,,,,,,,,,,,,,"Stochastic Integral Equations are a type of mathematical equations that involve both stochastic processes and integrals. These equations combine the concepts of stochastic calculus and integral equations, providing a framework to study dynamic systems subject to random influences.","Stochastic Volterra Equations, Stochastic Integral-Differential Equations, Stochastic Integral Equations with Delay, Stochastic Differential Integral Equations",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
